SPHERE	-0.057231	0.278700	-0.062280	0.026197
SPHERE	-0.140720	-0.260421	-0.079719	0.025245
SPHERE	-0.281631	-0.462641	-0.143886	0.025925
SPHERE	0.026808	0.085382	0.368901	0.024234
SPHERE	0.303088	-0.258443	0.461693	0.025910
SPHERE	0.417824	-0.362590	-0.087476	0.024911
SPHERE	0.077872	-0.235279	-0.401381	0.023595
SPHERE	0.269686	-0.251763	0.116854	0.027234
SPHERE	-0.449238	-0.420677	0.174680	0.024270
SPHERE	-0.205624	-0.380416	-0.473579	0.024915
SPHERE	-0.368612	-0.142553	0.192413	0.025361
SPHERE	0.416704	0.085686	-0.229080	0.025999
SPHERE	0.300975	-0.241220	-0.342937	0.026497
SPHERE	-0.129099	0.043383	0.303391	0.026490
SPHERE	0.282576	0.377334	0.360789	0.027273
SPHERE	-0.348242	0.004921	0.293006	0.025767
SPHERE	0.060023	-0.007123	0.038384	0.024003
SPHERE	0.087201	0.039654	-0.157837	0.026861
SPHERE	0.371157	-0.439723	-0.148079	0.026266
SPHERE	0.119514	0.096595	0.085659	0.026797
SPHERE	0.329852	0.216880	-0.283323	0.025184
SPHERE	-0.214872	-0.454840	-0.326930	0.024213
SPHERE	0.401208	-0.440124	0.149741	0.023638
SPHERE	0.041188	-0.032305	-0.271922	0.023558
SPHERE	0.436807	0.242829	0.431380	0.023776
SPHERE	-0.192730	-0.202917	-0.232812	0.025628
SPHERE	-0.169398	0.093578	-0.456951	0.024119
SPHERE	-0.283264	0.104374	-0.101729	0.027285
SPHERE	-0.153631	0.089623	-0.229887	0.023532
SPHERE	0.110053	-0.080418	0.176413	0.025887
SPHERE	-0.044380	-0.148765	0.086470	0.025572
SPHERE	0.292311	0.288955	-0.375434	0.027485
SPHERE	0.057494	-0.420775	-0.171683	0.026533
SPHERE	0.154968	-0.310701	-0.410594	0.026907
SPHERE	-0.121360	0.167318	-0.469868	0.025884
SPHERE	-0.460448	0.093587	0.169552	0.025082
SPHERE	-0.270595	-0.385214	-0.176105	0.025951
SPHERE	0.044442	0.149136	-0.148783	0.026466
SPHERE	-0.031514	-0.333349	0.138626	0.025597
SPHERE	0.199199	0.191941	0.050815	0.024311
SPHERE	-0.433025	-0.354098	0.107304	0.025696
