SPHERE	-0.161261	-0.233353	-0.057361	0.024950
SPHERE	0.209245	-0.239680	-0.069670	0.027474
SPHERE	0.176600	0.161685	-0.405708	0.024759
SPHERE	0.447899	0.358435	0.378714	0.024078
SPHERE	-0.388820	-0.330652	0.125308	0.026589
SPHERE	0.089622	0.335585	-0.447793	0.023757
SPHERE	0.070286	0.392778	-0.432398	0.024778
SPHERE	0.309835	0.297563	0.362973	0.025393
SPHERE	-0.411395	-0.169443	-0.332839	0.023986
SPHERE	0.064761	0.072587	-0.348955	0.026622
SPHERE	-0.240869	-0.281012	-0.063720	0.024393
SPHERE	-0.398550	-0.160916	0.474509	0.024239
SPHERE	-0.017455	0.124730	-0.216932	0.024044
SPHERE	-0.015857	-0.188655	-0.073932	0.023649
SPHERE	-0.271339	-0.031010	0.049245	0.023572
SPHERE	-0.208762	-0.062826	-0.287487	0.023507
SPHERE	0.243398	-0.143780	-0.343959	0.024787
SPHERE	0.404387	-0.219100	0.074816	0.024685
SPHERE	-0.024658	-0.464800	-0.105182	0.024051
SPHERE	-0.149328	-0.106077	0.214149	0.025647
SPHERE	-0.455043	0.471185	0.378602	0.026768
SPHERE	-0.190004	-0.168554	0.056836	0.025427
SPHERE	0.275099	-0.368643	0.053811	0.025479
SPHERE	0.043481	0.242979	-0.076578	0.023628
SPHERE	-0.376761	0.054885	0.120020	0.024591
SPHERE	0.311894	-0.281229	-0.284682	0.023455
SPHERE	-0.269423	0.086344	0.339046	0.024589
SPHERE	0.454412	0.078085	-0.110518	0.025664
SPHERE	0.075740	-0.204578	0.000747	0.027493
SPHERE	0.100213	-0.415605	-0.099316	0.027000
SPHERE	-0.311389	0.429145	-0.031718	0.024983
SPHERE	0.195861	0.365903	-0.455104	0.026324
SPHERE	-0.053044	0.138041	0.321493	0.026710
SPHERE	0.333600	-0.436598	0.068999	0.024463
SPHERE	0.125529	-0.067522	0.120664	0.023614
SPHERE	-0.463274	-0.464500	0.103325	0.025878
SPHERE	-0.195687	-0.370110	-0.026982	0.025798
SPHERE	-0.311723	0.346710	-0.193514	0.027082
SPHERE	0.302518	0.249042	-0.417704	0.024761
SPHERE	0.140688	-0.398433	-0.156083	0.025521
SPHERE	0.215249	-0.309433	-0.130098	0.023718
SPHERE	-0.269286	0.413532	0.136715	0.025736
SPHERE	-0.116823	-0.207303	-0.409199	0.026866
SPHERE	0.070510	-0.305018	-0.057018	0.027367
SPHERE	-0.144547	-0.183948	0.255950	0.025309
SPHERE	-0.355793	0.029957	0.237786	0.026210
SPHERE	-0.303459	0.313834	0.459809	0.026040
SPHERE	0.054252	-0.323144	0.128879	0.024467
SPHERE	-0.117760	0.068066	0.264628	0.023891
SPHERE	0.415395	-0.429410	0.173913	0.024267
SPHERE	-0.161993	0.238013	-0.207963	0.024638
SPHERE	0.404489	0.208964	-0.115013	0.027101
SPHERE	-0.449666	-0.334773	0.443015	0.024481
SPHERE	0.170998	0.206373	0.286818	0.023965
SPHERE	0.045263	0.270917	-0.348606	0.026914
SPHERE	0.425330	0.254374	-0.248920	0.023770
SPHERE	-0.153479	-0.459577	0.044750	0.024679
SPHERE	-0.413467	-0.256916	0.083944	0.024480
SPHERE	0.456218	0.351064	-0.190899	0.024979
SPHERE	0.085557	0.167834	-0.299532	0.027116
SPHERE	0.308588	-0.332705	0.255399	0.025907
SPHERE	0.347263	0.067021	-0.128576	0.025438
SPHERE	-0.135888	-0.003711	0.017665	0.025057
SPHERE	-0.225185	0.244597	0.120176	0.024598
SPHERE	0.259664	-0.309657	0.357377	0.025840
SPHERE	-0.091487	-0.033009	-0.251801	0.026829
SPHERE	-0.157112	0.031339	-0.198189	0.024931
SPHERE	-0.438871	0.117084	-0.177675	0.027188
SPHERE	-0.009779	0.363136	0.384732	0.025587
SPHERE	-0.246226	-0.093091	-0.073768	0.027098
SPHERE	0.156305	-0.304322	-0.313522	0.025597
SPHERE	0.430923	-0.149297	-0.339254	0.024444
SPHERE	0.233233	0.102652	-0.448698	0.026634
SPHERE	0.421914	0.056220	-0.074943	0.023875
SPHERE	0.254956	0.374656	-0.084268	0.026951
SPHERE	0.018760	0.211134	-0.145473	0.026689
SPHERE	0.100817	-0.236592	0.393618	0.023373
SPHERE	0.145143	-0.156208	-0.105422	0.026856
SPHERE	0.013484	0.055288	0.080404	0.024659
SPHERE	0.380901	0.216362	-0.228444	0.025280
SPHERE	-0.209132	0.326551	-0.285587	0.026031
SPHERE	0.108509	-0.385860	0.055688	0.023948
SPHERE	0.108801	-0.207512	0.252340	0.025081
SPHERE	0.367202	-0.457500	0.035061	0.025934
SPHERE	0.161838	0.352278	-0.358705	0.026386
SPHERE	-0.107657	0.169612	0.069511	0.027454
SPHERE	0.076314	-0.187888	-0.366438	0.026889
SPHERE	0.131055	-0.096873	-0.470367	0.024284
SPHERE	-0.243357	-0.279593	-0.411673	0.027155
SPHERE	-0.190110	0.116547	-0.211970	0.026903
SPHERE	0.276144	-0.416954	-0.402249	0.027140
SPHERE	0.218231	0.423776	0.138567	0.025520
SPHERE	-0.158531	-0.165324	-0.196580	0.026329
SPHERE	0.386555	0.089398	-0.191559	0.024108
SPHERE	-0.255506	0.187509	-0.342842	0.023893
SPHERE	0.418528	-0.148239	-0.272791	0.023953
SPHERE	0.135739	0.318713	-0.404999	0.026651
SPHERE	0.228976	-0.366346	-0.384512	0.025654
SPHERE	-0.310329	-0.313745	-0.419349	0.025556
SPHERE	-0.363262	0.193023	0.115264	0.027096
SPHERE	-0.446720	0.393475	0.127800	0.025202
SPHERE	0.007836	0.409720	-0.406546	0.027232
SPHERE	0.123358	-0.274689	0.368218	0.026416
SPHERE	0.051499	-0.377310	-0.127065	0.025708
SPHERE	0.417692	-0.058770	0.242375	0.024157
SPHERE	0.049362	0.331087	-0.271402	0.026168
SPHERE	-0.455906	-0.216293	0.121223	0.026354
SPHERE	0.453019	-0.238209	0.079255	0.023894
SPHERE	-0.320117	-0.269003	0.420428	0.023356
SPHERE	-0.330628	-0.463377	-0.082979	0.026135
SPHERE	-0.264112	-0.188227	-0.140885	0.026589
SPHERE	-0.091430	0.205708	0.447887	0.026564
SPHERE	-0.327443	0.216421	-0.453766	0.024760
SPHERE	0.073017	-0.249931	-0.063831	0.026282
SPHERE	0.007469	-0.416717	0.218548	0.025816
SPHERE	-0.179957	-0.176875	-0.010486	0.025348
SPHERE	0.029901	-0.066472	-0.335022	0.025311
SPHERE	-0.055865	0.056440	-0.034109	0.026178
SPHERE	0.341933	0.298760	-0.059287	0.026092
SPHERE	0.030873	-0.085159	0.101330	0.024434
SPHERE	-0.342878	0.122363	-0.098985	0.026200
SPHERE	0.346106	0.310899	-0.179030	0.026313
SPHERE	0.369414	-0.435705	0.339077	0.024888
SPHERE	-0.137850	-0.146754	0.165426	0.024163
SPHERE	0.260869	0.303592	0.065531	0.027028
SPHERE	-0.113709	-0.444094	0.360561	0.024237
SPHERE	0.331528	-0.174685	0.005191	0.024339
SPHERE	0.346813	0.229104	-0.033779	0.024921
SPHERE	0.454960	-0.302207	0.410444	0.025751
SPHERE	-0.113013	-0.200743	-0.300663	0.026819
SPHERE	-0.310139	0.436488	0.357662	0.023560
SPHERE	-0.307916	-0.231245	0.262434	0.026432
SPHERE	-0.002758	0.119658	-0.123681	0.023558
SPHERE	-0.470435	-0.384141	-0.367450	0.023344
SPHERE	0.440199	0.338854	0.037996	0.023648
SPHERE	-0.035931	0.315481	-0.063052	0.025593
SPHERE	-0.461641	-0.126990	-0.210541	0.025174
SPHERE	0.146456	-0.037440	-0.048573	0.024977
SPHERE	-0.076979	-0.166361	0.068598	0.026786
SPHERE	0.075937	-0.142673	0.139780	0.025807
SPHERE	0.452658	-0.459586	-0.400381	0.023655
SPHERE	-0.364227	-0.288942	-0.418613	0.027424
SPHERE	-0.428744	0.092390	0.113347	0.023653
SPHERE	-0.066931	-0.424686	0.430773	0.025467
SPHERE	-0.077112	-0.254325	0.320812	0.025181
SPHERE	0.183665	-0.203217	0.382649	0.023637
SPHERE	0.105641	-0.024652	0.195247	0.023798
SPHERE	0.308059	-0.140485	-0.220647	0.024129
SPHERE	-0.014560	0.039942	0.319573	0.026662
SPHERE	0.087427	-0.062089	-0.303300	0.025672
SPHERE	0.346723	-0.254492	-0.420849	0.023768
SPHERE	0.144142	-0.199344	-0.337320	0.024614
SPHERE	0.457651	-0.064499	0.119545	0.026352
SPHERE	-0.435472	-0.380720	0.285346	0.023727
SPHERE	0.403380	-0.331127	0.001893	0.024308
SPHERE	0.020780	0.331455	0.003113	0.026345
SPHERE	0.461618	0.262543	0.236556	0.023361
SPHERE	0.132828	0.458157	-0.336603	0.023702
SPHERE	0.125329	-0.059581	-0.385702	0.027278
SPHERE	-0.075938	0.022764	0.459325	0.024821
SPHERE	0.063384	-0.395153	-0.176320	0.025478
SPHERE	-0.466114	-0.032029	-0.186871	0.026669
SPHERE	0.462353	-0.329176	-0.252234	0.026377
SPHERE	0.027233	-0.141767	-0.178923	0.027478
SPHERE	0.464070	-0.197575	0.250285	0.025905
SPHERE	0.401085	-0.282768	-0.446012	0.027234
